t,x,y,z,vx,vy,vz,ax,ay,az,yaw,yaw_rate,qw,qx,qy,qz,thrust_N,roll,pitch
1.24,-1.47960929373629,-0.246488007597144,1,0.657301353592384,-3.94562478329676,0,10.5216660887914,1.75280360957969,0,0,0,0.915012891051382,-0.081102837802517,0.393644962322541,-0.034891009561995,3.39109420270213,-0.254212133001386,0.796224989031336
1.26,-1.46436566350861,-0.325012620581069,1,0.866700321549518,-3.90497510268964,0,10.4132669405057,2.31120085746538,0,0,0,0.914569366040776,-0.106279766428559,0.387606292401744,-0.045042735687761,3.39109420270213,-0.326627460773645,0.774573651429102
1.28,-1.44495771374311,-0.402612972337314,1,1.0736345928995,-3.85322056998162,0,10.2752548532843,2.86302558106534,0,0,0,0.914064684566301,-0.130658458344917,0.380082088402578,-0.054329787107747,3.39109420270213,-0.392403650840306,0.748638502556864
1.3,-1.42144063619031,-0.479068385292636,1,1.2775156941137,-3.79050836317415,0,10.1080223017977,3.40670851763652,0,0,0,0.913534326750671,-0.15410711163454,0.37119405276108,-0.062617946202849,3.39109420270213,-0.451263689942724,0.719351884424514
1.32,-1.39388130801619,-0.554161437816716,1,1.47776383417791,-3.71701682137649,0,9.91204485700398,3.94070355780776,0,0,0,0.913012826872527,-0.176524830109518,0.361072030232669,-0.069810825125483,3.39109420270213,-0.503341847405921,0.687594489493098
1.34,-1.36235810161885,-0.627678582519326,1,1.67380955338487,-3.63295493765028,0,9.68787983373408,4.46349214235965,0,0,0,0.912531102640502,-0.197840215030023,0.349847503890495,-0.075848269935277,3.39109420270213,-0.549044791439621,0.654146028414431
1.36,-1.32696066175548,-0.69941075353005,1,1.8650953427468,-3.53856176468127,0,9.43616470581671,4.97358758065813,0,0,0,0.912114599188218,-0.218008296482278,0.337648351582576,-0.080702734068811,3.39109420270213,-0.588930066353424,0.619662263065163
1.38,-1.28778965061315,-0.769153961033586,1,2.0510772294229,-3.43410573496841,0,9.15761529324908,5.46953927846105,0,0,0,0.911782278788574,-0.237006503990453,0.324595045753566,-0.084374459557261,3.39109420270213,-0.623615017140874,0.584671441850405
1.4,-1.24495646154881,-0.836709871369923,1,2.23122632365313,-3.31988389746349,0,8.85302372656929,5.94993686307501,0,0,0,0.91154635646783,-0.254830291587639,0.310798245089792,-0.086886209197364,3.39109420270213,-0.653716281358214,0.549582834647015
1.42,-1.19858290231206,-0.901886371049706,1,2.40503032279922,-3.19622107283215,0,8.52325619421907,6.41341419413124,0,0,0,0.911412611146423,-0.271488880715544,0.296357578457776,-0.08827811496471,3.39109420270213,-0.679814046060975,0.514701466527483
