time,position,rotation_matrix,velocity,action,lin_acc,obs,obs_norm
83.103,[1.00708508 0.77275509 0.56688362],"[[ 0.99967066  0.02225337 -0.01278146]
 [-0.02424304  0.98226573 -0.18592017]
 [ 0.00841744  0.1861688   0.98248172]]",[ 1.36182737 -0.32193277 -0.00149184],[ 2.104003   -0.50749665 -0.20475852 -0.01510453],[-1.02116358 -2.23557661 -1.75985455],"[ 1.00708508e+00  7.72755086e-01  5.66883624e-01  9.99670657e-01
  2.22533711e-02 -1.27814645e-02 -2.42430401e-02  9.82265731e-01
 -1.85920167e-01  8.41744411e-03  1.86168797e-01  9.82481718e-01
  1.36182737e+00 -3.21932767e-01 -1.49184142e-03  2.11595201e+00
 -5.40624559e-01 -3.26328158e-01 -2.03154981e-02  2.10137725e+00
 -5.44087946e-01 -2.56898105e-01 -1.49573535e-02  2.11067796e+00
 -4.55203056e-01 -2.34606087e-01 -1.44303590e-02]","[ 2.0141697e-01  1.5455103e-01 -7.7324653e-01  9.9967074e-01
  2.2253394e-02 -1.2781441e-02 -2.4243057e-02  9.8226571e-01
 -1.8592018e-01  8.4174871e-03  1.8616879e-01  9.8248172e-01
  1.3618279e-01 -3.2193244e-02 -1.4913082e-04 -3.0053502e-01
 -9.0104103e-02 -5.4388046e-02 -5.0788522e-03 -3.0541527e-01
 -9.0681314e-02 -4.2816281e-02 -3.7393570e-03 -3.0230099e-01
 -7.5867176e-02 -3.9101005e-02 -3.6075711e-03]"
83.112,[1.01780725 0.77021503 0.56724596],"[[ 0.99961643  0.0224548  -0.01621004]
 [-0.0249692   0.98393384 -0.17677878]
 [ 0.01198007  0.17711572  0.98411712]]",[ 1.35348131 -0.3374166  -0.02199832],[ 2.1454902  -0.41177815 -0.201938   -0.01309814],[-1.0651266  -2.12384649 -1.61686134],"[ 1.01780725  0.77021503  0.56724596  0.99961643  0.0224548  -0.01621004
 -0.0249692   0.98393384 -0.17677878  0.01198007  0.17711572  0.98411712
  1.35348131 -0.3374166  -0.02199832  2.10137725 -0.54408795 -0.25689811
 -0.01495735  2.11067796 -0.45520306 -0.23460609 -0.01443036  2.10400295
 -0.50749665 -0.20475852 -0.01510453]","[ 0.20356143  0.15404308 -0.7731016   0.9996164   0.02245474 -0.01621002
 -0.02496922  0.9839339  -0.1767788   0.01198006  0.17711568  0.98411703
  0.1353482  -0.03374165 -0.00219983 -0.30541527 -0.09068131 -0.04281628
 -0.00373936 -0.302301   -0.07586718 -0.039101   -0.00360757 -0.30453604
 -0.08458281 -0.0341264  -0.00377613]"
83.123,[1.02846491 0.76754218 0.56749666],"[[ 0.99958632  0.02202046 -0.01850125]
 [-0.02487153  0.98485841 -0.17156722]
 [ 0.01444312  0.1719564   0.98499868]]",[ 1.34437985 -0.35486739 -0.03148107],[ 2.1558747  -0.39127332 -0.1677984  -0.00670326],[-1.09548292 -2.06266227 -1.52088009],"[ 1.02846491  0.76754218  0.56749666  0.99958632  0.02202046 -0.01850125
 -0.02487153  0.98485841 -0.17156722  0.01444312  0.1719564   0.98499868
  1.34437985 -0.35486739 -0.03148107  2.11067796 -0.45520306 -0.23460609
 -0.01443036  2.10400295 -0.50749665 -0.20475852 -0.01510453  2.14549017
 -0.41177815 -0.201938   -0.01309814]","[ 0.205693    0.15350854 -0.7730013   0.99958634  0.02202046 -0.01850122
 -0.02487153  0.9848584  -0.1715672   0.01444316  0.17195642  0.9849987
  0.13443792 -0.0354867  -0.00314808 -0.302301   -0.07586718 -0.039101
 -0.00360757 -0.30453604 -0.08458281 -0.0341264  -0.00377613 -0.29064447
 -0.06862962 -0.03365636 -0.00327456]"
83.133,[1.03905606 0.76474047 0.56764126],"[[ 0.99953287  0.02092473 -0.02227552]
 [-0.0243201   0.9859792  -0.16508649]
 [ 0.01850881  0.16555111  0.98602751]]",[ 1.33539736 -0.37081126 -0.03805497],[ 2.1587086e+00 -3.6831796e-01 -1.2626201e-01 -5.4121017e-05],[-1.14325326 -1.97649621 -1.4312449 ],"[ 1.03905606  0.76474047  0.56764126  0.99953287  0.02092473 -0.02227552
 -0.0243201   0.9859792  -0.16508649  0.01850881  0.16555111  0.98602751
  1.33539736 -0.37081126 -0.03805497  2.10400295 -0.50749665 -0.20475852
 -0.01510453  2.14549017 -0.41177815 -0.201938   -0.01309814  2.15587473
 -0.39127332 -0.1677984  -0.00670326]","[ 0.20781124  0.15294814 -0.7729435   0.99953294  0.02092469 -0.02227551
 -0.02432013  0.9859792  -0.16508651  0.01850879  0.16555107  0.9860275
  0.1335398  -0.03708112 -0.00380552 -0.30453604 -0.08458281 -0.0341264
 -0.00377613 -0.29064447 -0.06862962 -0.03365636 -0.00327456 -0.2871673
 -0.06521225 -0.02796638 -0.00167584]"
83.143,[1.06002986 0.75876302 0.56762844],"[[ 0.99948975  0.02018032 -0.02475867]
 [-0.02392533  0.98654417 -0.1617349 ]
 [ 0.02116166  0.16224474  0.98652361]]",[ 1.31625635 -0.40161868 -0.06452294],[ 2.16382957e+00 -4.37621176e-01 -1.05107196e-01 -4.02480364e-04],[-1.1743496  -1.92907884 -1.37730283],"[ 1.06002986e+00  7.58763015e-01  5.67628443e-01  9.99489751e-01
  2.01803231e-02 -2.47586698e-02 -2.39253290e-02  9.86544170e-01
 -1.61734904e-01  2.11616587e-02  1.62244738e-01  9.86523608e-01
  1.31625635e+00 -4.01618681e-01 -6.45229364e-02  2.14549017e+00
 -4.11778152e-01 -2.01938003e-01 -1.30981356e-02  2.15587473e+00
 -3.91273320e-01 -1.67798400e-01 -6.70325756e-03  2.15870857e+00
 -3.68317962e-01 -1.26262009e-01 -5.41210175e-05]","[ 2.1200597e-01  1.5175259e-01 -7.7294862e-01  9.9948978e-01
  2.0180345e-02 -2.4758697e-02 -2.3925304e-02  9.8654413e-01
 -1.6173494e-01  2.1161675e-02  1.6224480e-01  9.8652363e-01
  1.3162565e-01 -4.0161908e-02 -6.4522624e-03 -2.9064447e-01
 -6.8629622e-02 -3.3656359e-02 -3.2745600e-03 -2.8716731e-01
 -6.5212250e-02 -2.7966380e-02 -1.6758442e-03 -2.8621840e-01
 -6.1386347e-02 -2.1043658e-02 -1.3530254e-05]"
83.153,[1.0704087  0.75559169 0.56748092],"[[ 0.99944353  0.01963452 -0.02696509]
 [-0.02368164  0.986982   -0.15907772]
 [ 0.02349064  0.15962777  0.98689775]]",[ 1.30679655 -0.41633871 -0.06972497],[ 2.1762018  -0.44065058 -0.11874241 -0.0034636 ],[-1.20832968 -1.89486835 -1.26326618],"[ 1.07040870e+00  7.55591691e-01  5.67480922e-01  9.99443530e-01
  1.96345168e-02 -2.69650857e-02 -2.36816370e-02  9.86981996e-01
 -1.59077718e-01  2.34906400e-02  1.59627774e-01  9.86897747e-01
  1.30679655e+00 -4.16338714e-01 -6.97249661e-02  2.15587473e+00
 -3.91273320e-01 -1.67798400e-01 -6.70325756e-03  2.15870857e+00
 -3.68317962e-01 -1.26262009e-01 -5.41210175e-05  2.16382957e+00
 -4.37621176e-01 -1.05107196e-01 -4.02480364e-04]","[ 2.1408176e-01  1.5111840e-01 -7.7300763e-01  9.9944353e-01
  1.9634485e-02 -2.6965082e-02 -2.3681641e-02  9.8698199e-01
 -1.5907770e-01  2.3490667e-02  1.5962780e-01  9.8689771e-01
  1.3067973e-01 -4.1633904e-02 -6.9724917e-03 -2.8716731e-01
 -6.5212250e-02 -2.7966380e-02 -1.6758442e-03 -2.8621840e-01
 -6.1386347e-02 -2.1043658e-02 -1.3530254e-05 -2.8450370e-01
 -7.2936833e-02 -1.7517865e-02 -1.0061264e-04]"
83.163,[1.08071351 0.75230122 0.56724375],"[[ 0.99937447  0.01946334 -0.0295271 ]
 [-0.02383883  0.98747985 -0.15593349]
 [ 0.02612243  0.15653984  0.98732613]]",[ 1.29692387 -0.43100533 -0.07957456],[ 2.1978874  -0.42519742 -0.10149565  0.00251761],[-1.23091814 -1.85035543 -1.24559682],"[ 1.08071351e+00  7.52301216e-01  5.67243755e-01  9.99374469e-01
  1.94633400e-02 -2.95271047e-02 -2.38388325e-02  9.87479851e-01
 -1.55933490e-01  2.61224344e-02  1.56539841e-01  9.87326135e-01
  1.29692387e+00 -4.31005331e-01 -7.95745599e-02  2.15870857e+00
 -3.68317962e-01 -1.26262009e-01 -5.41210175e-05  2.16382957e+00
 -4.37621176e-01 -1.05107196e-01 -4.02480364e-04  2.17620182e+00
 -4.40650582e-01 -1.18742414e-01 -3.46359611e-03]","[ 2.1614265e-01  1.5046024e-01 -7.7310252e-01  9.9937439e-01
  1.9463301e-02 -2.9527128e-02 -2.3838818e-02  9.8747993e-01
 -1.5593350e-01  2.6122451e-02  1.5653980e-01  9.8732615e-01
  1.2969244e-01 -4.3100536e-02 -7.9574585e-03 -2.8621840e-01
 -6.1386347e-02 -2.1043658e-02 -1.3530254e-05 -2.8450370e-01
 -7.2936833e-02 -1.7517865e-02 -1.0061264e-04 -2.8036100e-01
 -7.3441744e-02 -1.9790411e-02 -8.6587667e-04]"
83.173,[1.0909431  0.74889332 0.56691587],"[[ 0.99930898  0.02014393 -0.03123758]
 [-0.02469323  0.98793814 -0.15286753]
 [ 0.02778144  0.15353325  0.98775287]]",[ 1.28692543 -0.44547364 -0.08887896],[ 2.2073793  -0.4448977  -0.07375152  0.00728504],[-1.25400682 -1.81425233 -1.1266005 ],"[ 1.09094310e+00  7.48893321e-01  5.66915870e-01  9.99308979e-01
  2.01439291e-02 -3.12375762e-02 -2.46932304e-02  9.87938138e-01
 -1.52867526e-01  2.77814402e-02  1.53533248e-01  9.87752871e-01
  1.28692543e+00 -4.45473642e-01 -8.88789604e-02  2.16382957e+00
 -4.37621176e-01 -1.05107196e-01 -4.02480364e-04  2.17620182e+00
 -4.40650582e-01 -1.18742414e-01 -3.46359611e-03  2.19788742e+00
 -4.25197423e-01 -1.01495646e-01  2.51761079e-03]","[ 2.1818864e-01  1.4977872e-01 -7.7323365e-01  9.9930906e-01
  2.0143986e-02 -3.1237602e-02 -2.4693251e-02  9.8793817e-01
 -1.5286756e-01  2.7781487e-02  1.5353322e-01  9.8775291e-01
  1.2869251e-01 -4.4547379e-02 -8.8878274e-03 -2.8450370e-01
 -7.2936833e-02 -1.7517865e-02 -1.0061264e-04 -2.8036100e-01
 -7.3441744e-02 -1.9790411e-02 -8.6587667e-04 -2.7309978e-01
 -7.0866227e-02 -1.6915917e-02  6.2942505e-04]"
83.183,[1.11117351 0.74173176 0.56602079],"[[ 0.99927079  0.02092244 -0.03193954]
 [-0.02550057  0.98829265 -0.15042392]
 [ 0.02841838  0.15112871  0.98810551]]",[ 1.2670443  -0.47238889 -0.10734099],[ 2.211708   -0.5258118  -0.07856213  0.00423516],[-1.26403889 -1.78731156 -1.03963996],"[ 1.11117351  0.74173176  0.56602079  0.99927079  0.02092244 -0.03193954
 -0.02550057  0.98829265 -0.15042392  0.02841838  0.15112871  0.98810551
  1.2670443  -0.47238889 -0.10734099  2.17620182 -0.44065058 -0.11874241
 -0.0034636   2.19788742 -0.42519742 -0.10149565  0.00251761  2.20737934
 -0.44489771 -0.07375152  0.00728504]","[ 2.2223473e-01  1.4834630e-01 -7.7359170e-01  9.9927080e-01
  2.0922422e-02 -3.1939566e-02 -2.5500536e-02  9.8829269e-01
 -1.5042394e-01  2.8418422e-02  1.5112877e-01  9.8810554e-01
  1.2670445e-01 -4.7238886e-02 -1.0734081e-02 -2.8036100e-01
 -7.3441744e-02 -1.9790411e-02 -8.6587667e-04 -2.7309978e-01
 -7.0866227e-02 -1.6915917e-02  6.2942505e-04 -2.6992148e-01
 -7.4149609e-02 -1.2291908e-02  1.8212795e-03]"
83.193,[1.12117279 0.73798233 0.56546599],"[[ 0.99922062  0.02218136 -0.03265169]
 [-0.02671816  0.98895125 -0.14581343]
 [ 0.02905659  0.14657218  0.98877313]]",[ 1.25707411 -0.48525897 -0.11553176],[ 2.22901583e+00 -5.05312026e-01 -1.09067015e-01  1.85160339e-03],[-1.27558074 -1.73337594 -0.90404876],"[ 1.12117279  0.73798233  0.56546599  0.99922062  0.02218136 -0.03265169
 -0.02671816  0.98895125 -0.14581343  0.02905659  0.14657218  0.98877313
  1.25707411 -0.48525897 -0.11553176  2.19788742 -0.42519742 -0.10149565
  0.00251761  2.20737934 -0.44489771 -0.07375152  0.00728504  2.21170807
 -0.52581179 -0.07856213  0.00423516]","[ 2.2423458e-01  1.4759648e-01 -7.7381361e-01  9.9922061e-01
  2.2181392e-02 -3.2651663e-02 -2.6718140e-02  9.8895121e-01
 -1.4581347e-01  2.9056549e-02  1.4657223e-01  9.8877311e-01
  1.2570751e-01 -4.8525870e-02 -1.1553168e-02 -2.7309978e-01
 -7.0866227e-02 -1.6915917e-02  6.2942505e-04 -2.6992148e-01
 -7.4149609e-02 -1.2291908e-02  1.8212795e-03 -2.6847208e-01
 -8.7635279e-02 -1.3093710e-02  1.0588169e-03]"
83.203,[1.13109446 0.73412371 0.56484604],"[[ 0.99918849  0.02285199 -0.03316837]
 [-0.02734617  0.98947793 -0.14207606]
 [ 0.02957265  0.14286779  0.98929988]]",[ 1.24624419 -0.50077212 -0.1194863 ],[ 2.237026   -0.50842124 -0.09036166  0.00763473],[-1.27848066 -1.67724255 -0.86681123],"[ 1.13109446e+00  7.34123707e-01  5.64846039e-01  9.99188493e-01
  2.28519937e-02 -3.31683748e-02 -2.73461671e-02  9.89477933e-01
 -1.42076060e-01  2.95726538e-02  1.42867792e-01  9.89299880e-01
  1.24624419e+00 -5.00772119e-01 -1.19486297e-01  2.20737934e+00
 -4.44897711e-01 -7.37515166e-02  7.28504360e-03  2.21170807e+00
 -5.25811791e-01 -7.85621330e-02  4.23516333e-03  2.22901583e+00
 -5.05312026e-01 -1.09067015e-01  1.85160339e-03]","[ 2.26218939e-01  1.46824718e-01 -7.74061561e-01  9.99188423e-01
  2.28519440e-02 -3.31683755e-02 -2.73461938e-02  9.89477873e-01
 -1.42076075e-01  2.95726061e-02  1.42867804e-01  9.89299893e-01
  1.24624491e-01 -5.00772595e-02 -1.19485855e-02 -2.69921482e-01
 -7.41496086e-02 -1.22919083e-02  1.82127953e-03 -2.68472075e-01
 -8.76352787e-02 -1.30937099e-02  1.05881691e-03 -2.62676716e-01
 -8.42186213e-02 -1.81778073e-02  4.62889671e-04]"
83.212,[1.14093781 0.73015922 0.56416529],"[[ 0.99913708  0.02333129 -0.03436201]
 [-0.02779679  0.99034453 -0.13581256]
 [ 0.03086155  0.13665052  0.99013848]]",[ 1.23612301 -0.51204286 -0.13021462],[ 2.2481828  -0.48123962 -0.07885783  0.0119381 ],[-1.29228649 -1.59435308 -0.74531243],"[ 1.14093781e+00  7.30159223e-01  5.64165294e-01  9.99137079e-01
  2.33312870e-02 -3.43620087e-02 -2.77967914e-02  9.90344529e-01
 -1.35812564e-01  3.08615454e-02  1.36650522e-01  9.90138475e-01
  1.23612301e+00 -5.12042859e-01 -1.30214617e-01  2.21170807e+00
 -5.25811791e-01 -7.85621330e-02  4.23516333e-03  2.22901583e+00
 -5.05312026e-01 -1.09067015e-01  1.85160339e-03  2.23702598e+00
 -5.08421242e-01 -9.03616622e-02  7.63472915e-03]","[ 2.28187561e-01  1.46031857e-01 -7.74333894e-01  9.99137163e-01
  2.33312845e-02 -3.43620181e-02 -2.77968049e-02  9.90344524e-01
 -1.35812581e-01  3.08614969e-02  1.36650562e-01  9.90138531e-01
  1.23612285e-01 -5.12042642e-02 -1.30214691e-02 -2.68472075e-01
 -8.76352787e-02 -1.30937099e-02  1.05881691e-03 -2.62676716e-01
 -8.42186213e-02 -1.81778073e-02  4.62889671e-04 -2.59994626e-01
 -8.47368836e-02 -1.50602460e-02  1.90865993e-03]"
83.223,[1.16145194 0.72332704 0.56260753],"[[ 0.99910472  0.02324324 -0.03534855]
 [-0.02770603  0.99092689 -0.13151532]
 [ 0.03197099  0.13237695  0.9906837 ]]",[ 1.21684015 -0.53589922 -0.1362179 ],[ 2.2448976  -0.5168902  -0.07266774  0.01084571],[-1.29609656 -1.5220471  -0.67389018],"[ 1.16145194e+00  7.23327041e-01  5.62607527e-01  9.99104715e-01
  2.32432399e-02 -3.53485526e-02 -2.77060325e-02  9.90926887e-01
 -1.31515323e-01  3.19709890e-02  1.32376947e-01  9.90683703e-01
  1.21684015e+00 -5.35899223e-01 -1.36217896e-01  2.22901583e+00
 -5.05312026e-01 -1.09067015e-01  1.85160339e-03  2.23702598e+00
 -5.08421242e-01 -9.03616622e-02  7.63472915e-03  2.24818277e+00
 -4.81239617e-01 -7.88578317e-02  1.19380951e-02]","[ 2.32290387e-01  1.44665480e-01 -7.74957001e-01  9.99104738e-01
  2.32431889e-02 -3.53485346e-02 -2.77060270e-02  9.90926862e-01
 -1.31515324e-01  3.19709778e-02  1.32376909e-01  9.90683675e-01
  1.21683955e-01 -5.35898805e-02 -1.36218071e-02 -2.62676716e-01
 -8.42186213e-02 -1.81778073e-02  4.62889671e-04 -2.59994626e-01
 -8.47368836e-02 -1.50602460e-02  1.90865993e-03 -2.56258905e-01
 -8.02066326e-02 -1.31429434e-02  2.98452377e-03]"
83.236,[1.17158639 0.71976078 0.56176049],"[[ 0.99907696  0.02259837 -0.03653142]
 [-0.0270161   0.99174416 -0.1253541 ]
 [ 0.03339703  0.12622533  0.99143926]]",[ 1.20711553 -0.54644805 -0.14008503],[ 2.254714   -0.4741984  -0.08324718  0.01038085],[-1.31763238 -1.45084068 -0.4751616 ],"[ 1.17158639  0.71976078  0.56176049  0.99907696  0.02259837 -0.03653142
 -0.0270161   0.99174416 -0.1253541   0.03339703  0.12622533  0.99143926
  1.20711553 -0.54644805 -0.14008503  2.23702598 -0.50842124 -0.09036166
  0.00763473  2.24818277 -0.48123962 -0.07885783  0.0119381   2.2448976
 -0.51689023 -0.07266774  0.01084571]","[ 0.2343173   0.14395225 -0.7752958   0.99907696  0.02259839 -0.03653145
 -0.0270161   0.99174416 -0.12535411  0.03339708  0.12622535  0.99143934
  0.12071157 -0.05464476 -0.01400852 -0.25999463 -0.08473688 -0.01506025
  0.00190866 -0.2562589  -0.08020663 -0.01314294  0.00298452 -0.2573589
 -0.08614832 -0.01211125  0.00271142]"
83.244,[1.18163812 0.71609867 0.5608781 ],"[[ 0.99906988  0.02202565 -0.0370708 ]
 [-0.02638829  0.99222312 -0.12164267]
 [ 0.03410325  0.12250776  0.99188145]]",[ 1.19694548 -0.55669756 -0.14601015],[ 2.26171    -0.46544087 -0.06692245  0.01302634],[-1.32396251 -1.4093722  -0.42450311],"[ 1.18163812  0.71609867  0.5608781   0.99906988  0.02202565 -0.0370708
 -0.02638829  0.99222312 -0.12164267  0.03410325  0.12250776  0.99188145
  1.19694548 -0.55669756 -0.14601015  2.24818277 -0.48123962 -0.07885783
  0.0119381   2.2448976  -0.51689023 -0.07266774  0.01084571  2.25471401
 -0.4741984  -0.08324718  0.01038085]","[ 0.23632765  0.14321983 -0.7756488   0.9990699   0.02202559 -0.03707081
 -0.02638829  0.99222314 -0.12164265  0.03410327  0.12250781  0.9918814
  0.11969459 -0.05566978 -0.01460105 -0.2562589  -0.08020663 -0.01314294
  0.00298452 -0.2573589  -0.08614832 -0.01211125  0.00271142 -0.25407195
 -0.07903302 -0.01387453  0.00259519]"
83.253,[1.19160688 0.71234393 0.55996656],"[[ 0.99906552  0.02132529 -0.03759415]
 [-0.02557772  0.9928578  -0.11652968]
 [ 0.03484062  0.11738236  0.99247545]]",[ 1.18741703 -0.5664978  -0.14555094],[ 2.2602367  -0.4523009  -0.06709952  0.01220986],[-1.33300648 -1.33235972 -0.27463992],"[ 1.19160688  0.71234393  0.55996656  0.99906552  0.02132529 -0.03759415
 -0.02557772  0.9928578  -0.11652968  0.03484062  0.11738236  0.99247545
  1.18741703 -0.5664978  -0.14555094  2.2448976  -0.51689023 -0.07266774
  0.01084571  2.25471401 -0.4741984  -0.08324718  0.01038085  2.26170993
 -0.46544087 -0.06692245  0.01302634]","[ 0.23832142  0.14246881 -0.7760134   0.9990655   0.02132535 -0.03759414
 -0.02557772  0.9928578  -0.1165297   0.03484058  0.11738241  0.9924755
  0.11874175 -0.05664974 -0.01455504 -0.2573589  -0.08614832 -0.01211125
  0.00271142 -0.25407195 -0.07903302 -0.01387453  0.00259519 -0.25172943
 -0.07757342 -0.01115376  0.00325656]"
83.263,[1.21129429 0.70456958 0.55807167],"[[ 0.99905892  0.02112028 -0.0378842 ]
 [-0.02529174  0.99324472 -0.1132486 ]
 [ 0.03523644  0.11410018  0.99284417]]",[ 1.16760075 -0.58504915 -0.14953652],[ 2.2584994  -0.48277372 -0.07310078  0.00902052],[-1.33190907 -1.27888089 -0.26199812],"[ 1.21129429  0.70456958  0.55807167  0.99905892  0.02112028 -0.0378842
 -0.02529174  0.99324472 -0.1132486   0.03523644  0.11410018  0.99284417
  1.16760075 -0.58504915 -0.14953652  2.25471401 -0.4741984  -0.08324718
  0.01038085  2.26170993 -0.46544087 -0.06692245  0.01302634  2.26023674
 -0.45230091 -0.06709952  0.01220986]","[ 0.2422589   0.14091396 -0.7767713   0.99905896  0.02112031 -0.03788418
 -0.02529174  0.99324465 -0.11324859  0.03523648  0.11410022  0.9928441
  0.11676013 -0.05850488 -0.01495361 -0.25407195 -0.07903302 -0.01387453
  0.00259519 -0.25172943 -0.07757342 -0.01115376  0.00325656 -0.25222272
 -0.07538348 -0.01118326  0.00305247]"
83.272,[1.22101331 0.70055723 0.55708534],"[[ 0.99903251  0.0213088  -0.03847041]
 [-0.0253628   0.99380867 -0.10817139]
 [ 0.03592722  0.10904245  0.99338763]]",[ 1.15767574 -0.59368968 -0.15136932],[ 2.2681897  -0.4472131  -0.08856434  0.00789428],[-1.33151866 -1.19670978 -0.23533548],"[ 1.22101331  0.70055723  0.55708534  0.99903251  0.0213088  -0.03847041
 -0.0253628   0.99380867 -0.10817139  0.03592722  0.10904245  0.99338763
  1.15767574 -0.59368968 -0.15136932  2.26170993 -0.46544087 -0.06692245
  0.01302634  2.26023674 -0.45230091 -0.06709952  0.01220986  2.25849938
 -0.48277372 -0.07310078  0.00902052]","[ 0.24420261  0.14011145 -0.7771659   0.9990325   0.02130878 -0.03847039
 -0.02536279  0.99380875 -0.1081714   0.03592718  0.10904241  0.9933877
  0.1157676  -0.05936897 -0.0151369  -0.25172943 -0.07757342 -0.01115376
  0.00325656 -0.25222272 -0.07538348 -0.01118326  0.00305247 -0.25280446
 -0.08046228 -0.01218343  0.00225508]"
83.282,[1.23064899 0.69646627 0.55607957],"[[ 0.99900401  0.02171392 -0.03898056]
 [-0.02568883  0.99418748 -0.10455305]
 [ 0.03648373  0.10545028  0.99375509]]",[ 1.14789611 -0.60084725 -0.15544518],[ 2.2768989  -0.42309344 -0.07929983  0.01102023],[-1.33834678 -1.14560377 -0.17016477],"[ 1.23064899  0.69646627  0.55607957  0.99900401  0.02171392 -0.03898056
 -0.02568883  0.99418748 -0.10455305  0.03648373  0.10545028  0.99375509
  1.14789611 -0.60084725 -0.15544518  2.26023674 -0.45230091 -0.06709952
  0.01220986  2.25849938 -0.48277372 -0.07310078  0.00902052  2.26818967
 -0.44721311 -0.08856434  0.00789428]","[ 0.24612987  0.13929331 -0.77756816  0.999004    0.02171397 -0.03898054
 -0.02568883  0.9941875  -0.10455304  0.03648376  0.10545027  0.9937551
  0.11478961 -0.0600847  -0.01554447 -0.25222272 -0.07538348 -0.01118326
  0.00305247 -0.25280446 -0.08046228 -0.01218343  0.00225508 -0.24955976
 -0.07453549 -0.01476073  0.00197363]"
83.293,[1.240201   0.69230044 0.5550589 ],"[[ 0.9989536   0.02251117 -0.03981135]
 [-0.02634918  0.99477143 -0.09866877]
 [ 0.03738204  0.09961452  0.99432365]]",[ 1.13763642 -0.60974514 -0.15354864],[ 2.2732315  -0.39706665 -0.06628617  0.01223531],[-1.34884956 -1.05888693 -0.0820698 ],"[ 1.240201    0.69230044  0.5550589   0.9989536   0.02251117 -0.03981135
 -0.02634918  0.99477143 -0.09866877  0.03738204  0.09961452  0.99432365
  1.13763642 -0.60974514 -0.15354864  2.25849938 -0.48277372 -0.07310078
  0.00902052  2.26818967 -0.44721311 -0.08856434  0.00789428  2.27689886
 -0.42309344 -0.07929983  0.01102023]","[ 0.2480402   0.13846004 -0.77797645  0.9989536   0.02251112 -0.03981137
 -0.02634919  0.9947715  -0.09866875  0.03738201  0.0996145   0.99432373
  0.11376369 -0.06097448 -0.01535481 -0.25280446 -0.08046228 -0.01218343
  0.00225508 -0.24955976 -0.07453549 -0.01476073  0.00197363 -0.2466436
 -0.07051551 -0.01321661  0.00275505]"
